level,region,year,quarter,count,amount,source,state
district,chamoli district,2021,4,444044,935680417.2825816,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2021\4.json,uttarakhand
district,almora district,2021,4,621457,1157426313.556387,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2021\4.json,uttarakhand
district,uttarkashi district,2021,4,340832,699763855.0503579,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2021\4.json,uttarakhand
district,pithoragarh district,2021,4,493686,1047695615.6454681,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2021\4.json,uttarakhand
district,rudraprayag district,2021,4,296477,644334317.5148525,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2021\4.json,uttarakhand
district,pauri garhwal district,2021,4,1252707,2087257954.5768223,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2021\4.json,uttarakhand
district,tehri garhwal district,2021,4,906949,1604463156.5824413,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2021\4.json,uttarakhand
district,bageshwar district,2022,1,240815,464249473.4222708,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,udham singh nagar district,2022,1,5878926,10009445962.437685,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,haridwar district,2022,1,7982968,12739141532.519213,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,champawat district,2022,1,307080,618157667.8282931,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,nainital district,2022,1,3419287,5973753416.613321,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,dehradun district,2022,1,22257700,33123635654.16364,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,chamoli district,2022,1,447942,908267962.1925865,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,almora district,2022,1,615373,1114809944.882173,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,uttarkashi district,2022,1,354038,690101594.2170823,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,pithoragarh district,2022,1,513359,1077070807.370165,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,rudraprayag district,2022,1,254813,498507056.829461,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,pauri garhwal district,2022,1,1340407,2160205589.4174557,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,tehri garhwal district,2022,1,948064,1601435838.181318,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\1.json,uttarakhand
district,bageshwar district,2022,2,337262,546605012.7624527,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,udham singh nagar district,2022,2,7173658,11516900702.588758,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,haridwar district,2022,2,10586018,16128591903.365211,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,champawat district,2022,2,441429,802026422.3335738,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,nainital district,2022,2,4229607,6957275629.433159,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,dehradun district,2022,2,28405360,40081073999.877716,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,chamoli district,2022,2,724863,1456305122.8944721,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,almora district,2022,2,917436,1470548875.9558089,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,uttarkashi district,2022,2,540533,1141949487.1675887,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,pithoragarh district,2022,2,744947,1370280861.667244,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,rudraprayag district,2022,2,555674,1343191881.07683,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,pauri garhwal district,2022,2,1914947,2946932725.366783,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,tehri garhwal district,2022,2,1595144,2551688400.844716,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\2.json,uttarakhand
district,bageshwar district,2022,3,280678,438943544.9939508,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,udham singh nagar district,2022,3,8359056,12605973683.641441,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,haridwar district,2022,3,12207906,17469868639.355198,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,champawat district,2022,3,409237,690132451.4541664,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,nainital district,2022,3,4918426,7504228522.498605,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,dehradun district,2022,3,31286908,43421889600.77414,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,chamoli district,2022,3,759073,1357043504.4213452,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,almora district,2022,3,862733,1333633913.7202659,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,uttarkashi district,2022,3,574366,1020415832.5023174,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,pithoragarh district,2022,3,824882,1386396764.7434978,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,rudraprayag district,2022,3,538517,1035378469.1373514,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,pauri garhwal district,2022,3,1692144,2462947906.054614,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,tehri garhwal district,2022,3,1282593,1914407105.066064,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\3.json,uttarakhand
district,bageshwar district,2022,4,377996,572631360.7164435,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,udham singh nagar district,2022,4,10333475,16094358620.839266,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,haridwar district,2022,4,13503692,19912247185.811954,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,champawat district,2022,4,469043,807571212.9402206,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,nainital district,2022,4,5012268,7697883412.598278,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,dehradun district,2022,4,40807331,58612213437.28185,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,chamoli district,2022,4,1117730,1880933827.7386518,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,almora district,2022,4,1009910,1571073455.8092246,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,uttarkashi district,2022,4,539699,916448376.726758,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,pithoragarh district,2022,4,920523,1481932435.116687,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,rudraprayag district,2022,4,492035,951611612.2036073,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,pauri garhwal district,2022,4,1993213,2930488128.435723,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,tehri garhwal district,2022,4,1406965,2066653765.1403933,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2022\4.json,uttarakhand
district,bageshwar district,2023,1,548380,789534270.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,udham singh nagar district,2023,1,13978521,20542684972.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,haridwar district,2023,1,18798046,26500543614.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,champawat district,2023,1,779378,1226950637.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,nainital district,2023,1,6645871,9531910281.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,dehradun district,2023,1,28447368,33916386161.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,chamoli district,2023,1,1029945,1609382133.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,almora district,2023,1,1388916,2028760785.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,uttarkashi district,2023,1,839385,1329618478.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,pithoragarh district,2023,1,1284719,1892055904.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,rudraprayag district,2023,1,647909,1003356899.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,pauri garhwal district,2023,1,2750629,3734478564.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,tehri garhwal district,2023,1,2246608,3074244887.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\1.json,uttarakhand
district,bageshwar district,2023,2,726950,985959187.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,udham singh nagar district,2023,2,16932356,22588115268.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,haridwar district,2023,2,24260673,32327305602.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,champawat district,2023,2,1047124,1524868083.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,nainital district,2023,2,8645252,11941153554.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,dehradun district,2023,2,34692859,40261073972.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,chamoli district,2023,2,1825969,2983545303.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,almora district,2023,2,2020325,2786364746.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,uttarkashi district,2023,2,1342970,2344893299.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,pithoragarh district,2023,2,1742817,2468595556.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,rudraprayag district,2023,2,1800936,3485553463.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,pauri garhwal district,2023,2,4018333,5335354696.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,tehri garhwal district,2023,2,3701650,5040089669.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\2.json,uttarakhand
district,bageshwar district,2023,3,666377,884550586.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,udham singh nagar district,2023,3,18606679,23427520009.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,haridwar district,2023,3,26611336,32455299270.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,champawat district,2023,3,980015,1409437100.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,nainital district,2023,3,8620296,11035263272.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,dehradun district,2023,3,36594851,40603170022.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,chamoli district,2023,3,1628923,2311170473.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,almora district,2023,3,1840191,2475467644.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,uttarkashi district,2023,3,1203734,1795883675.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,pithoragarh district,2023,3,1640048,2330514157.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,rudraprayag district,2023,3,1476972,2139338372.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,pauri garhwal district,2023,3,3468288,4209599000.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,tehri garhwal district,2023,3,2946977,3685184541.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\3.json,uttarakhand
district,bageshwar district,2023,4,784103,1054498578.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,udham singh nagar district,2023,4,21410120,28068932760.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,haridwar district,2023,4,28637960,36736177867.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,champawat district,2023,4,1140896,1669257641.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,nainital district,2023,4,10021918,13092884973.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,dehradun district,2023,4,39924330,45527971116.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,chamoli district,2023,4,1829681,2641361200.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,almora district,2023,4,2132117,2880351271.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,uttarkashi district,2023,4,1280636,1873135253.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,pithoragarh district,2023,4,1905720,2679789715.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,rudraprayag district,2023,4,1556978,2445583289.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,pauri garhwal district,2023,4,4056147,5117131019.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,tehri garhwal district,2023,4,3390834,4296372580.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2023\4.json,uttarakhand
district,bageshwar district,2024,1,810801,1049823576.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,udham singh nagar district,2024,1,23428419,30266800896.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,haridwar district,2024,1,31584263,39476373389.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,champawat district,2024,1,1217925,1681475960.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,nainital district,2024,1,10078090,12889542997.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,dehradun district,2024,1,40726888,45315248648.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,chamoli district,2024,1,1575954,2089672589.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,almora district,2024,1,2098477,2762396377.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,uttarkashi district,2024,1,1273114,1718147542.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,pithoragarh district,2024,1,2010259,2605021991.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,rudraprayag district,2024,1,1071010,1433689455.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,pauri garhwal district,2024,1,4041114,4914222910.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,tehri garhwal district,2024,1,3318263,4074418933.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\1.json,uttarakhand
district,bageshwar district,2024,2,1060178,1264709058.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,udham singh nagar district,2024,2,28220356,32541472685.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,haridwar district,2024,2,40518491,46082097336.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,champawat district,2024,2,1682844,2107487828.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,nainital district,2024,2,13535672,15999289259.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,dehradun district,2024,2,50001086,52510298340.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,chamoli district,2024,2,2560338,3556189985.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,almora district,2024,2,2914301,3581415962.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,uttarkashi district,2024,2,1890700,2823948351.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,pithoragarh district,2024,2,2689259,3315280510.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,rudraprayag district,2024,2,2376255,3862388802.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,pauri garhwal district,2024,2,5762982,6639623117.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,tehri garhwal district,2024,2,5352520,6328714557.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\2.json,uttarakhand
district,bageshwar district,2024,3,879260,1036058130.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,udham singh nagar district,2024,3,29488911,32599319226.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,haridwar district,2024,3,42630688,45147651446.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,champawat district,2024,3,1476832,1883634083.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,nainital district,2024,3,13321914,15266161986.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,dehradun district,2024,3,51761522,53510338159.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,chamoli district,2024,3,2327526,3037426040.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,almora district,2024,3,2507981,3111178340.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,uttarkashi district,2024,3,1676369,2239692000.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,pithoragarh district,2024,3,2472144,3067895445.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,rudraprayag district,2024,3,1775118,2332372421.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,pauri garhwal district,2024,3,4477412,5057856512.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,tehri garhwal district,2024,3,4483138,5125283761.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\3.json,uttarakhand
district,bageshwar district,2024,4,962688,1236054778.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\4.json,uttarakhand
district,udham singh nagar district,2024,4,32482654,38200426492.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\4.json,uttarakhand
district,haridwar district,2024,4,43649342,49025452513.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\4.json,uttarakhand
district,champawat district,2024,4,1674229,2231805831.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\4.json,uttarakhand
district,nainital district,2024,4,14922619,17847877397.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\4.json,uttarakhand
district,dehradun district,2024,4,56035091,59151522772.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\uttarakhand\2024\4.json,uttarakhand
